train_loss,val_loss,val_iou,lr,epoch_time
0.9902041633923848,0.6385722025748222,0.8180132475223622,0.0001,104.46010422706604
0.5123534576189472,0.42101936186513594,0.8479073654461114,0.0001,14.132835388183594
0.32864397563240083,0.34549378387389645,0.8393109467674252,0.0001,14.179475545883179
0.23323284469801805,0.26497014107242706,0.8646954356987997,0.0001,14.122955560684204
0.17755036819940326,0.23446848459782138,0.8688503690592606,0.0001,14.462026357650757
0.14340455098741356,0.23126279057994967,0.8676986802742348,0.0001,14.485533714294434
0.12196378362475684,0.22376158833503723,0.8674682408942455,0.0001,13.904598712921143
0.10404078623001603,0.2114175005305198,0.8729585995808474,0.0001,14.064072370529175
0.09205054092681271,0.2112174702267493,0.8729031963514052,0.0001,14.634488821029663
0.08258868923475002,0.22154890577639302,0.8685234449994064,0.0001,14.277119636535645
0.07723952035680128,0.21844936474677054,0.8698005800496067,0.0001,14.249591827392578
0.07214791791877527,0.21195812379160234,0.8735420470250396,0.0001,13.867556810379028
0.06544452251374036,0.21605099256961577,0.8732530908540638,0.0001,13.981062173843384
0.0628804168539029,0.2150106603099454,0.8738390920495327,0.0001,13.724198341369629
0.0585052277393268,0.21855507070018398,0.8728329003683793,0.0001,14.221474885940552
0.052881329426706064,0.2178655425387044,0.8752176014850712,5e-05,13.66756272315979
0.04896619049011519,0.21998106183544283,0.8765320152683539,5e-05,14.24638557434082
0.04700543867331355,0.2193606779459984,0.8770651711860533,5e-05,13.973536729812622
0.04512883241491756,0.22700876526294217,0.8756152333140415,5e-05,14.146843194961548
0.04496923149545531,0.22266324921961753,0.8776807894054053,5e-05,13.78634262084961
0.043278468976874915,0.2233595141480046,0.8780835533495417,5e-05,14.290819644927979
0.040694778324087,0.22886669347363134,0.8775800466220848,2.5e-05,14.025556325912476
0.03938763155905223,0.22757882360489137,0.8782878896868815,2.5e-05,13.79623818397522
0.03863947577346331,0.23036202259602084,0.8779947057191301,2.5e-05,14.126000165939331
0.03849362942222435,0.2298670276518791,0.879283712227855,2.5e-05,13.663491010665894
0.03765900561807256,0.23070290300153917,0.8789117845256706,2.5e-05,14.0761239528656
0.03702907542844385,0.229958422722355,0.8792965436664392,2.5e-05,13.241651058197021
0.03602423301373405,0.23224194972745835,0.8795114832357267,1.25e-05,13.922539234161377
0.03548917182332254,0.2346896663788826,0.8789048726755545,1.25e-05,13.973455905914307
0.03485500471402402,0.23709283913335494,0.8786518344511929,1.25e-05,13.660200357437134
0.03450953519093122,0.23638010025024414,0.8787708905130616,1.25e-05,14.388274192810059
0.034748611739083723,0.2371376839376265,0.878870457804745,1.25e-05,13.748983383178711
0.03453440461521861,0.238627492420135,0.878322908153465,1.25e-05,13.947940826416016
0.03409946366174011,0.2390173077583313,0.8782814327543972,6.25e-06,13.745413064956665
0.033055107229856696,0.23800318471847043,0.8789135950505353,6.25e-06,13.686089038848877
0.0336486930762671,0.2376222591246328,0.8790624779432301,6.25e-06,13.757936477661133
0.033309570634273734,0.23780352165622096,0.8794602577787908,6.25e-06,13.719628810882568
0.032698838035950716,0.24030168018033427,0.8786234999162722,6.25e-06,13.666507959365845
0.03280390333170178,0.2380866321825212,0.8795553472977417,6.25e-06,13.750255346298218
0.03275600180201147,0.23872799354214821,0.8795978209204637,3.125e-06,14.073454141616821
0.03236815359628977,0.23938230641426578,0.879528814094276,3.125e-06,14.535214185714722
0.03294974801869228,0.2407782769972278,0.8789971474504972,3.125e-06,13.793416500091553
0.03208571487745106,0.24011087609875587,0.8792021184844363,3.125e-06,13.604341268539429
0.0321111912443035,0.24116647820318898,0.878759826961702,3.125e-06,13.849294185638428
0.03215292283258904,0.24046831746255198,0.8795398266259952,3.125e-06,13.624113082885742
0.03213283472705161,0.2412399918802323,0.8791630580335603,1.5625e-06,13.676854848861694
0.03172458578115222,0.24200000686030235,0.879194016938144,1.5625e-06,13.754488706588745
0.031883335019322646,0.23912286566149804,0.8802544078494914,1.5625e-06,13.630983591079712
0.03180773834558739,0.24168304858669157,0.8792565525581004,1.5625e-06,14.128789186477661
0.03140173173042093,0.24130598479701626,0.8794265461626862,1.5625e-06,13.860156774520874
