train_loss,val_loss,val_iou,lr,epoch_time
1.3893276594607766,1.1646036332653416,0.16736507415771484,0.0001,86.10572576522827
1.1411152729129426,0.9793497862354401,0.16736507415771484,0.0001,30.96519637107849
0.9792165700503236,0.8500196683791376,0.3069260814610598,0.0001,30.735342264175415
0.8377003814068791,0.627168474658843,0.5991685842145457,0.0001,32.396040201187134
0.6201950663807748,0.4246837448689245,0.7249746337597336,0.0001,30.980443954467773
0.4861882841221674,0.387586215811391,0.7516883956345652,0.0001,32.47007894515991
0.41733166552594797,0.3063624020545713,0.7909748196925361,0.0001,30.64812135696411
0.36971099630169485,0.28362344926403416,0.8048874419948685,0.0001,30.806553840637207
0.3362372651639113,0.2578586724496657,0.8248246830321068,0.0001,30.990578413009644
0.309397838170501,0.23862301438085495,0.8284019573723949,0.0001,32.31283354759216
0.2884823641557803,0.22680536008650257,0.8382194962740886,0.0001,32.87626385688782
0.267075619603939,0.22231300030985185,0.8370482509090496,0.0001,30.998852014541626
0.2617460873163523,0.21374785131023777,0.8427554038719083,0.0001,30.830363273620605
0.24240735215473905,0.20587423828340345,0.8459990030559363,0.0001,31.080162286758423
0.2301414317783268,0.21616763068783668,0.839687216869097,0.0001,32.38240885734558
0.2210165007018495,0.19823978697099992,0.8522013694330777,0.0001,31.7504825592041
0.2118756631210846,0.19681842721277668,0.8524375673832433,0.0001,30.978691816329956
0.20409437624659119,0.20055427570496837,0.8505016119534053,0.0001,31.050915956497192
0.19835584904727352,0.2041599952405499,0.8497812130168869,0.0001,31.711806058883667
0.19128975453733027,0.18180049282889213,0.8627975741358925,0.0001,30.356268167495728
0.18132305482109845,0.19696817186570936,0.8514579845933334,0.0001,33.47875213623047
0.17481508060890139,0.18343317220287939,0.860409621721391,0.0001,30.396381855010986
0.17498299535435277,0.19467781628331832,0.8576217534040467,0.0001,30.398428678512573
0.16850729970639694,0.18017375565344287,0.8659582888709751,0.0001,31.826483488082886
0.16192958442872513,0.19959726881596349,0.8546320742087335,0.0001,32.31721210479736
0.15605315255479338,0.1920062736157448,0.8612502102661638,0.0001,31.65618586540222
0.15027036383690962,0.18414956331253052,0.8625732472692291,0.0001,30.46346139907837
0.14833959749832007,0.19856860128141218,0.8541774245744035,0.0001,30.468114614486694
0.14232669911165347,0.19719817273078427,0.857086626069802,0.0001,31.708264112472534
0.13733013902587451,0.18661059583387068,0.8641224579583883,0.0001,30.309115171432495
0.12038547376677451,0.1869731439698127,0.8683848670717436,5e-05,32.89666938781738
0.1132212797115589,0.18760674182445772,0.8684853160767384,5e-05,30.7252037525177
0.11147233076479243,0.19287821554368542,0.864159557288547,5e-05,30.730878829956055
0.1075655857664872,0.19716774455962643,0.8660797508014647,5e-05,31.739946842193604
0.10480014563063553,0.1972740859754624,0.8673877831164127,5e-05,31.669668436050415
0.10169815119655654,0.21427209483038995,0.8610113320378981,5e-05,31.656251668930054
0.09264137682101736,0.20666184684922617,0.8672528331015096,2.5e-05,30.395562648773193
0.08910088041847236,0.21010572535376396,0.8661068364182408,2.5e-05,30.461540699005127
0.08727277359172302,0.2139745109504269,0.8665060564540433,2.5e-05,31.663574934005737
0.08532477149104707,0.21714144945144653,0.8661534218500564,2.5e-05,30.37617540359497
0.08317845981582371,0.21812340472975084,0.8631017434815031,2.5e-05,32.84504675865173
0.08099194610940999,0.22118961811065674,0.8658984456602463,2.5e-05,30.4546058177948
0.07721616932943863,0.22290527051494968,0.866116840557118,1.25e-05,30.43017315864563
0.07576689803508962,0.22842925594698998,0.8646542048897522,1.25e-05,31.662991762161255
0.0742956454897749,0.22927247228160982,0.8661395480563254,1.25e-05,30.29771327972412
0.07354830132932955,0.23192218234462122,0.8639487351199664,1.25e-05,31.79755449295044
0.0724429384730328,0.23357833008612355,0.8647515113960125,1.25e-05,30.43285369873047
0.07093306148417608,0.2345104323279473,0.8630210884687415,1.25e-05,30.339385271072388
0.06868689917741608,0.23852789017461962,0.8645373725410056,6.25e-06,30.426650762557983
0.0679513692056539,0.23926360088009987,0.8648160966067202,6.25e-06,30.300875663757324
